Zielobjekt,Gefährdung,Eintrittshäufigkeit ohne zusätzliche Maßnahmen,Auswirkung ohne zusätzliche Maßnahmen,Risiko ohne zusätzliche Maßnahmen,Risikobehandlungs-option,Erläuterung zur Risikobehandlung,Eintrittshäufigkeit mit zusätzlichen Maßnahmen,Auswirkung mit zusätzlichen Maßnahmen,Risiko mit zusätzlichen Maßnahmen
N006,G 0.46 Integritätsverlust schützenswerter Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.9 Ausfall oder Störung von Kommunikationsnetzen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,beträchtlich,mittel
N007,G 0.11 Ausfall oder Störung von Dienstleistern,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein zweiter Internetprovider beauftragt werden.,selten,beträchtlich,mittel
N007,G 0.14 Ausspähen von Informationen (Spionage),mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N007,G 0.15 Abhören,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N007,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,"G 0.17 Verlust von Geräten, Datenträgern oder Dokumenten",selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.19 Offenlegung schützenswerter Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.21 Manipulation von Hard- oder Software,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.22 Manipulation von Informationen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N007,G 0.25 Ausfall von Geräten oder Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,beträchtlich,mittel
N007,G 0.26 Fehlfunktion von Geräten oder Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,beträchtlich,mittel
N007,G 0.27 Ressourcenmangel,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,beträchtlich,mittel
N007,G 0.28 Software-Schwachstellen oder -Fehler,selten,beträchtlich,mittel,Risikoreduktion,Es soll ein redundanter Router angeschafft werden.,selten,beträchtlich,mittel
N007,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoakzeptanz,Es dürfen nur berechtigte Administratoren auf den Router zugreifen. Diesen Administratoren wird vertraut. Das Restrisikio wird als vertretbar eingeschätzt.,,,
N007,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.32 Missbrauch von Berechtigungen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N007,G 0.36 Identitätsdiebstahl,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Netzzugangskontrolle auf Basis von 802.1x angeschafft werden.,selten,beträchtlich,mittel
N007,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.38 Missbrauch personenbezogener Daten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.40 Verhinderung von Diensten (Denial of Service),selten,existenzbedrohend,mittel,Risikoreduktion,Es soll ein redunanter Router angeschafft werden.,selten,existenzbedrohend,mittel
N007,G 0.42 Social Engineering,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N007,G 0.46 Integritätsverlust schützenswerter Informationen,selten,beträchtlich,mittel,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N008,G 0.9 Ausfall oder Störung von Kommunikationsnetzen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N008,G 0.15 Abhören,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein VPN zur Absicherung des WLANs genutzt werden.,selten,beträchtlich,mittel
N008,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N008,G 0.18 Fehlplanung oder fehlende Anpassung,selten,vernachlässigbar,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N008,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein VPN zur Absicherung des WLANs genutzt werden.,selten,beträchtlich,mittel
N008,G 0.24 Zerstörung von Geräten oder Datenträgern,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N008,G 0.25 Ausfall von Geräten oder Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N008,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N008,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N008,G 0.40 Verhinderung von Diensten (Denial of Service),selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N008,G 0.43 Einspielen von Nachrichten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
N008,G 0.44 Unbefugtes Eindringen in Räumlichkeiten,selten,vernachlässigbar,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.8 Ausfall oder Störung der Stromversorgung,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine redundante Stromversorgung geschaffen werden.,selten,beträchtlich,mittel
S001,G 0.9 Ausfall oder Störung von Kommunikationsnetzen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein zweiter Internetprovider beauftragt werden.,selten,beträchtlich,mittel
S001,G 0.14 Ausspähen von Informationen (Spionage),mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
S001,G 0.15 Abhören,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
S001,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.19 Offenlegung schützenswerter Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung sowie eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
S001,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.21 Manipulation von Hard- oder Software,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
S001,G 0.22 Manipulation von Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
S001,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,existenzbedrohend,hoch,Risikoreduktion,Es soll eine Angriffserkennung sowie eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,existenzbedrohend,mittel
S001,G 0.25 Ausfall von Geräten oder Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.26 Fehlfunktion von Geräten oder Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.27 Ressourcenmangel,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.28 Software-Schwachstellen oder -Fehler,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
S001,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es sollen geteilte Kennwörter zur Administration von kritischen Vorgängen eingerichtet werden.,selten,beträchtlich,mittel
S001,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.32 Missbrauch von Berechtigungen,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.33 Personalausfall,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.36 Identitätsdiebstahl,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.38 Missbrauch personenbezogener Daten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.39 Schadprogramme,häufig,begrenzt,mittel,Risikoreduktion,Es soll Appliaction Whitelisting eingesetzt sowie eine Angriffserkennung eingerichtet werden.,mittel,begrenzt,gering
S001,G 0.40 Verhinderung von Diensten (Denial of Service),selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.41 Sabotage,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
S001,G 0.42 Social Engineering,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
S001,G 0.43 Einspielen von Nachrichten,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
S001,G 0.44 Unbefugtes Eindringen in Räumlichkeiten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.45 Datenverlust,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S001,G 0.46 Integritätsverlust schützenswerter Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es sollen geteilte Kennwörter zur Administration von kritischen Vorgängen eingerichtet werden.,selten,beträchtlich,mittel
S002,G 0.8 Ausfall oder Störung der Stromversorgung,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine redundante Stromversorgung geschaffen werden.,selten,beträchtlich,mittel
S002,G 0.9 Ausfall oder Störung von Kommunikationsnetzen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll ein zweiter Internetprovider beauftragt werden.,selten,beträchtlich,mittel
S002,G 0.14 Ausspähen von Informationen (Spionage),mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
S002,G 0.15 Abhören,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
S002,"G 0.16 Diebstahl von Geräten, Datenträgern oder Dokumenten",selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.18 Fehlplanung oder fehlende Anpassung,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.19 Offenlegung schützenswerter Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung sowie eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,beträchtlich,mittel
S002,G 0.20 Informationen oder Produkte aus unzuverlässiger Quelle,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.21 Manipulation von Hard- oder Software,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
S002,G 0.22 Manipulation von Informationen,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
S002,G 0.23 Unbefugtes Eindringen in IT-Systeme,mittel,existenzbedrohend,hoch,Risikoreduktion,Es soll eine Angriffserkennung sowie eine Zwei-Faktor-Authentifizierung eingerichtet werden.,selten,existenzbedrohend,mittel
S002,G 0.25 Ausfall von Geräten oder Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.26 Fehlfunktion von Geräten oder Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.27 Ressourcenmangel,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.28 Software-Schwachstellen oder -Fehler,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
S002,G 0.29 Verstoß gegen Gesetze oder Regelungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.30 Unberechtigte Nutzung oder Administration von Geräten und Systemen,mittel,beträchtlich,mittel,Risikoreduktion,Es sollen geteilte Kennwörter zur Administration von kritischen Vorgängen eingerichtet werden.,selten,beträchtlich,mittel
S002,G 0.31 Fehlerhafte Nutzung oder Administration von Geräten und Systemen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.32 Missbrauch von Berechtigungen,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.33 Personalausfall,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.36 Identitätsdiebstahl,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.37 Abstreiten von Handlungen,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.38 Missbrauch personenbezogener Daten,mittel,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.39 Schadprogramme,häufig,begrenzt,mittel,Risikoreduktion,Es soll Appliaction Whitelisting eingesetzt sowie eine Angriffserkennung eingerichtet werden.,mittel,begrenzt,gering
S002,G 0.40 Verhinderung von Diensten (Denial of Service),selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
S002,G 0.41 Sabotage,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
S002,G 0.42 Social Engineering,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
S002,G 0.43 Einspielen von Nachrichten,mittel,beträchtlich,mittel,Risikoreduktion,Es soll eine Angriffserkennung eingerichtet werden.,selten,beträchtlich,mittel
S002,G 0.44 Unbefugtes Eindringen in Räumlichkeiten,selten,begrenzt,gering,Risikoakzeptanz,Aufgrund der bereits umgesetzten Maßnahmen wird das Restrisiko als vertretbar eingeschätzt.,,,
